Timestamp,Provincia,Trabajo_Urbano/Rural,Tipo_de_beca,Ano_Convocatoria,Ano_de_retorno,Grado_Academico,Area_de_estudio,Trabaja_actualmente,Motivo_de_si/no_trabaja,Empleo_seguro,Empleo_adecuado,Transferencia_efectiva_de_habilidades,Sector_laboral,Tiempo_en_encontrar_empleo,Calidad_primer_empleo,Categoria_salarial,Lugar_de_trabajo,Numero_de_colegas,Satisfaccion_laboral,Motivo_(in)satisfaccion_laboral,Calidad_relativa_de_empleo ,Satisfaccion_salarial,Horas_semanales_de_trabajo,Tiempo_de_paro,Tiempo_de_busqueda,Tipo_de_gestion,Experiencia_laboral_previa,Motivos_dejar_previo_empleo,Motivo_subempleo,Deseos,Disponibilidad_para_trabajar,Tiempo_disponible_para_trabajar,Gestiones_aumento_hora_empleo,Motivo_cambio_empleo,Motivo_trabajo_mas_40hrs
5/16/18 22:17,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Sector Privado,6-Feb,Hablando con amigos o parientes,500-1000,Su vivienda,Menos de 100,Contento,,Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
5/17/18 05:20,Chimborazo,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,No,Menos del 25%,Academia,0-2,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/17/18 18:58,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,6-Feb,Enviando o presentando hojas de vida (carpeta),1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por muchas horas de trabajo, Por excesiva carga de trabajo en horarios normales",Peor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
5/20/18 13:54,Pichincha,Zona Urbana,Becas de Excelencia,2012,2018,Ttulo de tercer nivel,Artes,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Hablar con amigos o parientes, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/22/18 05:27,Manabi,Zona Rural,Convocatoria Abierta,2012,2016,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
5/25/18 21:30,Loja,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,Otra gestin,1000-1500,Local de cooperativa u asociacin,Menos de 100,Descontento pero conforme,Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
6/6/18 00:49,Pichincha,Zona Urbana,Becas de Excelencia,2012,2013,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,Suspensin temporal del trabajo,SI,Si,Entre el 25% y el 50%,Sector Privado,12-Jun,Volv a mi trabajo anterior,500-1000,Kiosko en la calle,Menos de 100,Totalmente descontento,"Por trabajar con herramientas o maquinaria que le puedan provocar accidentes (andamio, gras, guillotina, etc)",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
6/8/18 03:36,Guayas,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Entre el 25% y el 50%,Sector Publico,6-Feb,Enviando o presentando hojas de vida (carpeta),1500-2000,Local de una empresa o del patrono,Menos de 100,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
6/8/18 03:52,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2015,Maestria,Tecnologas de la informacion y la comunicacion,NO,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,1 semana,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Renuncia voluntaria,NA,,NA,NA,,,
6/8/18 03:55,Manabi,Zona Urbana,Convocatoria Abierta,2012,2014,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 50% y el 75%,Sector Publico,0-2,Enviando o presentando hojas de vida (carpeta),1500-2000,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
6/8/18 04:17,Azuay,Zona Urbana,Convocatoria Abierta,2012,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,Entre el 25% y el 50%,Sector Publico,6-Feb,"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",500-1000,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos",Peor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,No desea trabajar ms horas,SI,Hasta 10 horas,No ha realizado ninguna gestin,"Desea ejercer su profesin, Los ingresos no son suficientes",
6/8/18 04:24,Canar,Zona Rural,Convocatoria Abierta,2012,2018,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",NO,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
6/8/18 12:32,Pichincha,Zona Urbana,Convocatoria Abierta,2012,2017,Doctorado,Artes,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/7/18 21:43,Azuay,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,No,NA,Academia,12 mas,Enviando o presentando hojas de vida (carpeta),1000-1500,Local de una empresa o del patrono,100 y ms,Contento,Estoy contenta,Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/18/18 19:32,Pichincha,Zona Urbana,Otras,2013,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccion",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",No,NA,NA,,NA,NA,,,
4/18/18 19:34,Pichincha,Zona Urbana,Becas de Excelencia,2013,2016,Maestria,Salud y bienestar,SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 19:42,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2014,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,Otra gestin,mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 20:28,Los Rios,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ingeniera, industria y construccion",NO,Vacaciones o das feriados,SI,Si,Entre el 25% y el 50%,Academia,6-Feb,Buscando por Internet,2000-2500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/18/18 21:11,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,Hablando con amigos o parientes,1500-2000,Su vivienda,Menos de 100,Poco Contento,Por no tener estabilidad laboral,Mejor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 20 horas,Buscar ms trabajo,Los ingresos no son suficientes,
4/18/18 21:32,Imbabura,Zona Urbana,Convocatoria Abierta,2013,2017,Doctorado,Educacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 21:39,Pichincha,Zona Urbana,Becas de Excelencia,2013,2018,Ttulo de tercer nivel,Educacion,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 22:26,Guayas,Zona Urbana,Becas de Excelencia,2013,2018,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/18/18 23:27,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2017,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 mes,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 03:52,Pichincha,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,Artes,SI,Vacaciones o das feriados,SI,Si,Entre el 25% y el 50%,Sector Publico,12-Jun,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por tener ingresos bajos, Por muchas horas de trabajo, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 04:35,Pichincha,Zona Urbana,Becas de Excelencia,2013,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,"Tratando de establecer su propio taller, empresa o negocio",2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/19/18 04:35,Pichincha,Zona Urbana,Otras,2013,2017,Doctorado,Tecnologas de la informacion y la comunicacion,SI,NA,SI,No,Menos del 25%,Academia,6-Feb,Buscando en la prensa o radio,2000-2500,Se desplaza (distintos lugares),Menos de 100,Descontento pero conforme,Por tener ingresos bajos,Peor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Cambiar el (los) trabajo (s) actual (es) por otro trabajo con ms horas,SI,Hasta 10 horas,Presentar solicitud a otros empleadores,Los ingresos no son suficientes,
4/19/18 05:35,El Oro,Zona Rural,Convocatoria Abierta,2013,2016,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",mas de 4 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 06:14,Chimborazo,Zona Rural,Becas de Excelencia,2013,2016,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/19/18 15:55,Imbabura,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,1 semana,Otra gestin,No,NA,NA,,NA,NA,,,
4/19/18 16:19,Azuay,Zona Urbana,Otras,2013,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,6-Feb,"Hablando con amigos o parientes, Buscando por Internet",1500-2000,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/19/18 17:23,Pichincha,Zona Urbana,Becas de Excelencia,2013,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccion",SI,NA,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 semana,6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/19/18 20:05,Loja,Zona Urbana,Becas de Excelencia,2013,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,NA,NA,,NA,NA,,,
4/19/18 21:30,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Ms del 75%,Academia,6-Feb,"Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",1000-1500,Local de una empresa o del patrono,100 y ms,Poco Contento,Por tener ingresos bajos,Mejor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 10 horas,Presentar solicitud a otros empleadores,Los ingresos no son suficientes,
4/19/18 21:56,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Menos del 25%,Sector Publico,0-2,Volv a mi trabajo anterior,1000-1500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar, Estoy contento con mi trabajo, Por la deudas que tengo. No gano como deseo ",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/20/18 15:19,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,Volv a mi trabajo anterior,2000-2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/21/18 22:59,Guayas,Zona Urbana,Becas de Excelencia,2013,2018,Ttulo de tercer nivel,Salud y bienestar,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 a̱o o mas,1 a̱o o mas,"Hablar con amigos o parientes, Enviar o presentar hojas de vida (carpeta)",No,NA,NA,,NA,NA,,,
4/22/18 15:19,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,0-2,Volv a mi trabajo anterior,2000-2500,Local de una empresa o del patrono,Menos de 100,Contento,Estoy contento con mi trabajo,Igual,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 00:25,Guayas,Zona Urbana,Otras,2013,2016,Otro,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,0-2,Enviando o presentando hojas de vida (carpeta),Mas 2500,Local de una empresa o del patrono,100 y ms,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 02:08,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,NA,SI,No,Menos del 25%,Sector Publico,6-Feb,"Buscando en la prensa o radio, Buscando por Internet, Otra gestin",500-1000,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por las pocas posibilidades de progresar",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
4/23/18 02:35,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Privado,0-2,"Tratando de establecer su propio taller, empresa o negocio",1000-1500,Local propio o arrendado,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/23/18 16:22,Azuay,Zona Urbana,Convocatoria Abierta,2013,2017,Doctorado,Tecnologas de la informacion y la comunicacion,SI,NA,SI,No,Menos del 25%,Sector Publico,0-2,Volv a mi trabajo anterior,1000-1500,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/23/18 17:17,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2015,Maestria,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Ms del 75%,Sector Publico,12-Jun,"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",2000-2500,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
4/23/18 20:19,Pichincha,Zona Urbana,Becas de Excelencia,2013,2018,Ttulo de tercer nivel,Salud y bienestar,NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,1 mes,"Hablar con amigos o parientes, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",menos 2 a̱os,Para estudiar con la beca del Senescyt,NA,,NA,NA,,,
4/23/18 20:43,Azuay,Zona Urbana,Convocatoria Abierta,2013,2015,Maestria,Tecnologas de la informacion y la comunicacion,SI,NA,SI,Si,Entre el 25% y el 50%,Academia,6-Feb,"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",500-1000,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Mejor,No,Menos de 40 horas,NA,NA,,NA,NA,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),SI,Hasta 20 horas,"Buscar ms trabajo, Conseguir recursos financieros adicionales","Porque no trabaja jornada completa, Inseguridad en su trabajo",
4/24/18 15:22,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,SI,Si,Entre el 50% y el 75%,Academia,12 mas,"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta), Otra gestin",385-500,Se desplaza (distintos lugares),Menos de 100,No sabe,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral",Peor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/24/18 18:50,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2015,Doctorado,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,6 meses,6 meses,"Hablar con amigos o parientes, Bscar por Internet, Otra gestin",2-4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
4/25/18 18:35,Pichincha,Zona Urbana,Becas de Excelencia,2013,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,NA,SI,Si,Entre el 50% y el 75%,Sector Privado,0-2,Volv a mi trabajo anterior,Mas 2500,Local propio o arrendado,Menos de 100,Contento,,Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
5/1/18 04:21,Loja,Zona Urbana,Otras,2013,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,"Buscando por Internet, Volv a mi trabajo anterior",1500-2000,Local de una empresa o del patrono,100 y ms,Poco Contento,,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horario normal
5/11/18 13:00,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ciencias naturales, matemticas y estadistica",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,6 meses,"Tratar de establecer su propio taller, empresa o negocio, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet",mas de 4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
5/16/18 15:21,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2017,Doctorado,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Sector Privado,0-2,"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",1500-2000,Local de una empresa o del patrono,Menos de 100,Contento,,Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Horas extras
5/16/18 16:31,Pichincha,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,Servicios,SI,NA,SI,Si,Entre el 50% y el 75%,Academia,12-Jun,"Hablando con amigos o parientes, Buscando en la prensa o radio, Acudiendo a agencias de empleo, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",1500-2000,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por el ambiente de trabajo (malas relaciones entre compa��_eros o jefes",Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
5/16/18 17:07,Pichincha,Zona Urbana,Becas de Excelencia,2013,2015,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Ms del 75%,Academia,0-2,"Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta), Otra gestin",1500-2000,Local de cooperativa u asociacin,100 y ms,Contento,"Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral",Mejor,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, Exceso de trabajo o clientes"
5/18/18 14:20,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,No,Menos del 25%,Sector Publico,0-2,Volv a mi trabajo anterior,1500-2000,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,Exceso de trabajo o clientes
5/18/18 23:18,Azuay,Zona Urbana,Convocatoria Abierta,2013,2017,Doctorado,"Ciencias naturales, matemticas y estadistica",SI,NA,SI,Si,Entre el 50% y el 75%,Academia,0-2,"Enviando o presentando hojas de vida (carpeta), Volv a mi trabajo anterior",1500-2000,Local de una empresa o del patrono,Menos de 100,Contento,,Mejor,Si,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Horario normal, prefiero quedarme un poco mas tarde en la oficina y revisar varias cosas"
5/19/18 13:39,Pichincha,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ingeniera, industria y construccion",SI,NA,SI,Si,Entre el 25% y el 50%,Sector Publico,6-Feb,Hablando con amigos o parientes,1000-1500,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Igual,No,40 horas o mas,NA,NA,,NA,NA,NA,,NA,NA,,,"Trabajo con contrato por elaboracin de productos. Dicha tarea lleva un poco ms de tiempo que el horario regular de trabajo, incluyendo fines de semana."
5/30/18 07:52,Guayas,Zona Urbana,Convocatoria Abierta,2013,2016,Maestria,"Ingeniera, industria y construccion",NO,No disponer de un empleo,NO,NA,NA,NA,NA,,NA,,,NA,,NA,,NA,1 mes,6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",2-4 a̱os,Terminacin de contrato,NA,,NA,NA,,,
