Timestamp,Provincia,Donde Trabaja,Tipo de beca,AnoConvocatoria,Ano de retorno,Grado Academico,Area de estudio,Trabaja actualmente,Motivo de si/no trabaja,Empleo seguro,Empleo adecuado,Transferencia efectiva de habilidades,Sector laboral,Tiempo para encontrar empleo,Calidad primer empleo,Categoria salarial,Lugar de trabajo,Numero de colegas,Satisfaccion laboral,Motivo (in)satisfaccion laboral,Calidad relativa de empleo ,Satisfaccion salarial,Horas semanales de trabajo,Tiempo de paro,Tiempo de busqueda,Tipo de gestion,Experiencia laboral previa,Motivos dejar previo empleo,Motivo subempleo,Deseos,Disponibilidad para trabajar,Tiempo disponible para trabajar,Gestiones aumento hora empleo,Motivo cambio empleo,Motivo trabajo mas 40hrs
5/10/18 20:42,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Acudiendo a sitios de contratacin temporal, Hablando con amigos o parientes, Buscando en la prensa o radio, Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 10 horas ms,Conseguir recursos financieros adicionales,,
5/11/18 14:56,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,No,Menos del 25%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Asistiendo a entrevistas, Buscando por Internet",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por muchas horas de trabajo, Por no tener estabilidad laboral",Empeor,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
5/16/18 13:19,El Oro,Zona Rural,Convocatoria Abierta,2012.00,2017,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/16/18 16:12,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Menos del 25%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/16/18 22:17,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Sector Privado,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Hablando con amigos o parientes,Entre 500 a 1000 dlares mensuales,Su vivienda,Menos de 100,Contento,,Empeor,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
5/17/18 05:20,Chimborazo,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,No,Menos del 25%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,Por no poder trabajar en el rea de su especializacin,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/17/18 18:58,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por muchas horas de trabajo, Por excesiva carga de trabajo en horarios normales",Empeor,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
5/20/18 13:54,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2018,Ttulo de tercer nivel,Artes,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Hablar con amigos o parientes, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,Para estudiar con la beca del Senescyt,,,,,,,
5/22/18 05:27,Manab,Zona Rural,Convocatoria Abierta,2012.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
5/25/18 21:30,Loja,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Otra gestin,Entre 1000 a 1500 dlares,Local de cooperativa u asociacin,Menos de 100,Descontento pero conforme,Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes,Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
6/6/18 00:49,Pichincha,Zona Urbana,Becas de Excelencia,2012.00,2013,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,Suspensin temporal del trabajo,SI,Si,Entre el 25% y el 50%,Sector Privado,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Volv a mi trabajo anterior,Entre 500 a 1000 dlares mensuales,Kiosko en la calle,Menos de 100,Totalmente descontento,"Por trabajar con herramientas o maquinaria que le puedan provocar accidentes (andamio, gras, guillotina, etc)",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
6/8/18 03:36,Guayas,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Enviando o presentando hojas de vida (carpeta),Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Empeor,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
6/8/18 03:52,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2015,Maestria,Tecnologas de la informacin y la comunicacin,NO,,NO,,,,,,,,,,,,,,hace 6 meses,hace 1 semana,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Renuncia voluntaria,,,,,,,
6/8/18 03:55,Manab,Zona Urbana,Convocatoria Abierta,2012.00,2014,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 50% y el 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
6/8/18 04:17,Azuay,Zona Urbana,Convocatoria Abierta,2012.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Poco Contento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos",Empeor,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,No desea trabajar ms horas,S,Hasta 10 horas ms,No ha realizado ninguna gestin,"Desea ejercer su profesin, Los ingresos no son suficientes",
6/8/18 04:24,CaÐar,Zona Rural,Convocatoria Abierta,2012.00,2018,Doctorado,"Agricultura, silvicultura, pesca y veterinaria",NO,,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
6/8/18 12:32,Pichincha,Zona Urbana,Convocatoria Abierta,2012.00,2017,Doctorado,Artes,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/7/18 21:43,Azuay,Zona Urbana,Becas de Excelencia,2013.00,2015.00,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,No,,Academia,Fuera del plazo establecido por el SENESCYT (ms de 1 aÐo),Enviando o presentando hojas de vida (carpeta),Entre 1000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,Estoy contenta,Empeor,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/18/18 19:32,Pichincha,Zona Urbana,Otras,2013.00,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet, Enviar o presentar hojas de vida (carpeta), Otra gestin",No,,,,,,,,
4/18/18 19:34,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2016,Maestria,Salud y bienestar,SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 19:42,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2014,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,Otra gestin,Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 20:28,Los Ros,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ingeniera, industria y construccin",NO,Vacaciones o das feriados,SI,Si,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Buscando por Internet,Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por muchas horas de trabajo, Por horarios de trabajo Inconveniente, Por excesiva carga de trabajo en horarios normales, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/18/18 21:11,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Hablando con amigos o parientes,Entre 1500 a 2000 dlares,Su vivienda,Menos de 100,Poco Contento,Por no tener estabilidad laboral,Mejorado,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 20 horas ms,Buscar ms trabajo,Los ingresos no son suficientes,
4/18/18 21:32,Imbabura,Zona Urbana,Convocatoria Abierta,2013.00,2017,Doctorado,Educacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 21:39,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2018,Ttulo de tercer nivel,Educacin,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Hablar con amigos o parientes, Buscar en la prensa o radio, Tratar de establecer su propio taller, empresa o negocio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 22:26,Guayas,Zona Urbana,Becas de Excelencia,2013.00,2018,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/18/18 23:27,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2017,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 1 mes,"Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 03:52,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,Artes,SI,Vacaciones o das feriados,SI,Si,Entre el 25% y el 50%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),Hablando con amigos o parientes,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por tener ingresos bajos, Por muchas horas de trabajo, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 04:35,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),"Tratando de establecer su propio taller, empresa o negocio",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/19/18 04:35,Pichincha,Zona Urbana,Otras,2013.00,2017,Doctorado,Tecnologas de la informacin y la comunicacin,SI,,SI,No,Menos del 25%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),Buscando en la prensa o radio,Entre 2000 a 2500 dlares,Se desplaza (distintos lugares),Menos de 100,Descontento pero conforme,Por tener ingresos bajos,Empeor,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Cambiar el (los) trabajo (s) actual (es) por otro trabajo con ms horas,S,Hasta 10 horas ms,Presentar solicitud a otros empleadores,Los ingresos no son suficientes,
4/19/18 05:35,El Oro,Zona Rural,Convocatoria Abierta,2013.00,2016,Maestria,"Ciencias sociales, derecho y humanidades",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Buscar en la prensa o radio, Acudir a agencias de empleo, Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Ms de 4 aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 06:14,Chimborazo,Zona Rural,Becas de Excelencia,2013.00,2016,Maestria,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Tratar de establecer su propio taller, empresa o negocio, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Entre dos a 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/19/18 15:55,Imbabura,Zona Urbana,Becas de Excelencia,2013.00,2015,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 1 semana,Otra gestin,No,,,,,,,,
4/19/18 16:19,Azuay,Zona Urbana,Otras,2013.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Buscando por Internet",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por excesiva carga de trabajo en horarios normales, Por las pocas posibilidades de progresar",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/19/18 17:23,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccin",SI,,NO,,,,,,,,,,,,,,hace 1 semana,hace 6 meses,"Acudir a sitios de contratacin temporal, Hablar con amigos o parientes, Asistir a entrevistas, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/19/18 20:05,Loja,Zona Urbana,Becas de Excelencia,2013.00,2017,Ttulo de tercer nivel,"Ingeniera, industria y construccin",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace 6 meses,"Hablar con amigos o parientes, Buscar en la prensa o radio, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",No,,,,,,,,
4/19/18 21:30,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2015,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Ms del 75%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,Por tener ingresos bajos,Mejorado,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 10 horas ms,Presentar solicitud a otros empleadores,Los ingresos no son suficientes,
4/19/18 21:56,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ingeniera, industria y construccin",SI,,SI,No,Menos del 25%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar, Estoy contento con mi trabajo, Por la deudas que tengo. No gano como deseo ",Mejorado,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/20/18 15:19,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/21/18 22:59,Guayas,Zona Urbana,Becas de Excelencia,2013.00,2018,Ttulo de tercer nivel,Salud y bienestar,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace ms de 1 aÐo,hace ms de 1 aÐo,"Hablar con amigos o parientes, Enviar o presentar hojas de vida (carpeta)",No,,,,,,,,
4/22/18 15:19,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2017,Doctorado,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 2000 a 2500 dlares,Local de una empresa o del patrono,Menos de 100,Contento,Estoy contento con mi trabajo,Sigue igual,Si,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 00:25,Guayas,Zona Urbana,Otras,2013.00,2016,Otro,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 50% y el 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),Enviando o presentando hojas de vida (carpeta),Ms de 2500 dlares,Local de una empresa o del patrono,100 y ms,Contento,,Mejorado,Si,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 02:08,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Agricultura, silvicultura, pesca y veterinaria",SI,,SI,No,Menos del 25%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Buscando en la prensa o radio, Buscando por Internet, Otra gestin",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,Menos de 100,Descontento pero conforme,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por horarios de trabajo Inconveniente, Por las pocas posibilidades de progresar",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
4/23/18 02:35,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Entre el 25% y el 50%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Tratando de establecer su propio taller, empresa o negocio",Entre 1000 a 1500 dlares,Local propio o arrendado,Menos de 100,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral",Empeor,No,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
4/23/18 16:22,Azuay,Zona Urbana,Convocatoria Abierta,2013.00,2017,Doctorado,Tecnologas de la informacin y la comunicacin,SI,,SI,No,Menos del 25%,Sector Pblico,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Entre 1000 a 1500 dlares,Local de una empresa o del patrono,100 y ms,Totalmente descontento,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por las pocas posibilidades de progresar",Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/23/18 17:17,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2015,Maestria,"Ciencias naturales, matemticas y estadstica",SI,,SI,Si,Ms del 75%,Sector Pblico,Fuera del plazo establecido por el SENESCYT (6 meses a 1 aÐo),"Asistiendo a entrevistas, Buscando por Internet, Enviando o presentando hojas de vida (carpeta)",Entre 2000 a 2500 dlares,Local de una empresa o del patrono,100 y ms,Descontento pero conforme,"Por no tener estabilidad laboral, Por las pocas posibilidades de progresar, Por el ambiente de trabajo (malas relaciones entre compaÐeros o jefes",Mejorado,No,40 horas o ms,,,,,,,,,,,,Exceso de trabajo o clientes
4/23/18 20:19,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2018,Ttulo de tercer nivel,Salud y bienestar,NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 1 mes,"Hablar con amigos o parientes, Bscar por Internet, Enviar o presentar hojas de vida (carpeta)",Si - Menos de dos aÐos de experiencia laboral,Para estudiar con la beca del Senescyt,,,,,,,
4/23/18 20:43,Azuay,Zona Urbana,Convocatoria Abierta,2013.00,2015,Maestria,Tecnologas de la informacin y la comunicacin,SI,,SI,Si,Entre el 25% y el 50%,Academia,Fuera del plazo establecido por el SENESCYT (2 a 6 meses),"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta)",Entre 500 a 1000 dlares mensuales,Local de una empresa o del patrono,100 y ms,Poco Contento,"Por tener ingresos bajos, Por no tener estabilidad laboral, Por las pocas posibilidades de progresar",Mejorado,No,Menos de 40 horas,,,,,,Porque su trabajo as lo exige,Trabajar ms horas en su (s) trabajo (s) actual (es),S,Hasta 20 horas ms,"Buscar ms trabajo, Conseguir recursos financieros adicionales","Porque no trabaja jornada completa, Inseguridad en su trabajo",
4/24/18 15:22,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,SI,Si,Entre el 50% y el 75%,Academia,Fuera del plazo establecido por el SENESCYT (ms de 1 aÐo),"Hablando con amigos o parientes, Enviando o presentando hojas de vida (carpeta), Otra gestin",Entre 386 a 500 dlares mensuales,Se desplaza (distintos lugares),Menos de 100,No sabe,"Por no poder trabajar en el rea de su especializacin, Por tener ingresos bajos, Por no tener estabilidad laboral",Empeor,No,40 horas o ms,,,,,,,,,,,,Horas de trabajo necesarias para obtener un ingreso suficiente
4/24/18 18:50,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2015,Doctorado,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 6 meses,hace 6 meses,"Hablar con amigos o parientes, Bscar por Internet, Otra gestin",Si - Entre dos a 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
4/25/18 18:35,Pichincha,Zona Urbana,Becas de Excelencia,2013.00,2014,Maestria,"Ciencias sociales, derecho y humanidades",SI,,SI,Si,Entre el 50% y el 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),Volv a mi trabajo anterior,Ms de 2500 dlares,Local propio o arrendado,Menos de 100,Contento,,Mejorado,No,40 horas o ms,,,,,,,,,,,,"Exceso de trabajo o clientes, Horas de trabajo necesarias para obtener un ingreso suficiente"
5/1/18 04:21,Loja,Zona Urbana,Otras,2013.00,2015,Maestria,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Academia,Dentro del plazo establecido por el SENESCYT (2 meses),"Buscando por Internet, Volv a mi trabajo anterior",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,100 y ms,Poco Contento,,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horario normal
5/11/18 13:00,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2016,Maestria,"Ciencias naturales, matemticas y estadstica",NO,No disponer de un empleo,NO,,,,,,,,,,,,,,hace 1 mes,hace 6 meses,"Tratar de establecer su propio taller, empresa o negocio, Colocar carteles o propagandas en tiendas o negocios, Bscar por Internet",Si - Ms de 4 aÐos de experiencia laboral,Terminacin de contrato,,,,,,,
5/16/18 15:21,Pichincha,Zona Urbana,Convocatoria Abierta,2013.00,2017,Doctorado,"Ingeniera, industria y construccin",SI,,SI,Si,Ms del 75%,Sector Privado,Dentro del plazo establecido por el SENESCYT (2 meses),"Asistiendo a entrevistas, Enviando o presentando hojas de vida (carpeta)",Entre 1500 a 2000 dlares,Local de una empresa o del patrono,Menos de 100,Contento,,Sigue igual,No,40 horas o ms,,,,,,,,,,,,Horas extras
